"Flightid";"Routecode";"Origin";"Destination";"Flightdate";"Flightdurationmins";"Aircrafttype";"Seatsavailable";"Seatssold";"Revenue";"Operationalcost"
2398;"BOM-DEL";"BOM";"DEL";"2025-11-17";192;"Airbus A320";180;147;464961.0;279611.45
2399;"MAA-BOM";"MAA";"BOM";"2023-02-19";50;"Airbus A320neo";186;175;713475.0;418524.47
2400;"CCU-DEL";"CCU";"DEL";"2024-07-04";94;"Airbus A321";220;200;1781200.0;1027304.32
2401;"CCU-DEL";"CCU";"DEL";"2024-11-02";231;"Boeing 737 MAX 8";186;140;1368360.0;1222679.36
2402;"CCU-DEL";"CCU";"DEL";"2026-08-16";194;"Boeing 737 MAX 8";186;102;816918.0;584124.23
2403;"IXB-CCU";"IXB";"CCU";"2023-03-19";138;"Airbus A321";220;132;855360.0;553625.9
2404;"NAG-BOM";"NAG";"BOM";"2026-05-18";115;"Airbus A320";180;160;1550720.0;928833.6
2405;"TRV-MAA";"TRV";"MAA";"2025-08-21";145;"Airbus A320neo";186;134;1565120.0;1297010.68
2406;"NAG-BOM";"NAG";"BOM";"2025-07-23";63;"Boeing 737 MAX 8";186;126;1183518.0;823392.13
2407;"MAA-BOM";"MAA";"BOM";"2024-07-16";224;"Boeing 737-800";189;125;965250.0;696198.2
2408;"DEL-BLR";"DEL";"BLR";"2024-07-16";205;"Airbus A320";180;128;1400320.0;1241300.8
2409;"DEL-BLR";"DEL";"BLR";"2024-10-26";170;"Boeing 737-800";189;118;760156.0;617909.23
2410;"MAA-BOM";"MAA";"BOM";"2026-12-03";198;"Airbus A320neo";186;165;606210.0;528634.72
2411;"JAI-DEL";"JAI";"DEL";"2023-11-17";62;"Airbus A320neo";186;160;1563840.0;1238450.17
2412;"COK-BLR";"COK";"BLR";"2024-03-06";62;"Boeing 737 MAX 8";186;185;501350.0;292386.42
2413;"IXC-DEL";"IXC";"DEL";"2025-11-11";235;"Airbus A321";220;140;1243340.0;989154.35
2414;"PNQ-HYD";"PNQ";"HYD";"2024-04-30";210;"Boeing 737-800";189;160;1232960.0;1011290.62
2415;"DEL-BLR";"DEL";"BLR";"2026-09-02";205;"Airbus A320neo";186;173;1399916.0;965468.93
2416;"AMD-BOM";"AMD";"BOM";"2025-10-09";218;"ATR 72";78;64;747200.0;496510.18
2417;"IXB-CCU";"IXB";"CCU";"2025-03-08";199;"Airbus A320neo";186;103;857166.0;651854.29
2418;"PNQ-HYD";"PNQ";"HYD";"2026-10-05";142;"Boeing 737-800";189;174;1166496.0;919758.02
2419;"TRV-MAA";"TRV";"MAA";"2023-12-31";216;"ATR 72";78;74;230436.0;168007.7
2420;"AMD-BOM";"AMD";"BOM";"2023-07-21";200;"Airbus A320neo";186;115;651475.0;538995.06
2421;"NAG-BOM";"NAG";"BOM";"2022-11-08";154;"Airbus A320";180;114;326838.0;292802.49
2422;"AMD-BOM";"AMD";"BOM";"2025-08-18";199;"Airbus A321";220;155;1064075.0;896310.17
2423;"BLR-HYD";"BLR";"HYD";"2026-07-09";160;"Boeing 737 MAX 8";186;113;447141.0;401990.45
2424;"GOI-DEL";"GOI";"DEL";"2022-06-02";199;"Airbus A320neo";186;144;793152.0;628132.35
2425;"TRV-MAA";"TRV";"MAA";"2023-06-28";153;"ATR 72";78;63;398727.0;278188.22
2426;"MAA-BOM";"MAA";"BOM";"2026-12-15";109;"Airbus A321";220;168;1554672.0;1095132.37
2427;"BOM-DEL";"BOM";"DEL";"2025-09-16";51;"Boeing 737 MAX 8";186;181;2146660.0;1571572.71
2428;"GOI-DEL";"GOI";"DEL";"2026-07-13";100;"Airbus A320neo";186;170;1001470.0;757655.14
2429;"PNQ-HYD";"PNQ";"HYD";"2023-04-26";117;"Airbus A320neo";186;108;435024.0;338276.71
2430;"DEL-BLR";"DEL";"BLR";"2023-02-15";119;"Airbus A320neo";186;172;1969744.0;1579477.62
2431;"GOI-DEL";"GOI";"DEL";"2024-10-12";225;"Airbus A321";220;128;1267456.0;783572.38
2432;"IXB-CCU";"IXB";"CCU";"2025-05-12";62;"ATR 72";78;56;477512.0;294044.13
2433;"DEL-BLR";"DEL";"BLR";"2026-07-16";158;"Boeing 787-8";256;155;846920.0;590587.73
2434;"PNQ-HYD";"PNQ";"HYD";"2026-11-06";101;"Airbus A320neo";186;121;1234442.0;1023480.04
2435;"JAI-DEL";"JAI";"DEL";"2023-03-23";225;"ATR 72";78;68;489464.0;381797.38
2436;"DEL-BLR";"DEL";"BLR";"2025-11-28";190;"ATR 72";78;48;398208.0;240309.56
2437;"GOI-DEL";"GOI";"DEL";"2026-12-19";182;"ATR 72";78;57;481194.0;382102.43
2438;"GOI-DEL";"GOI";"DEL";"2024-07-09";52;"Airbus A321";220;134;685142.0;399651.73
2439;"BOM-DEL";"BOM";"DEL";"2024-10-07";135;"Airbus A320";180;162;1876446.0;1613415.63
2440;"COK-BLR";"COK";"BLR";"2022-11-03";123;"Boeing 737 MAX 8";186;129;1314768.0;1017576.87
2441;"PNQ-HYD";"PNQ";"HYD";"2022-01-30";235;"Boeing 737-800";189;179;684138.0;432613.9
2442;"CCU-DEL";"CCU";"DEL";"2024-07-01";73;"Boeing 737 MAX 8";186;105;716940.0;494167.92
2443;"AMD-BOM";"AMD";"BOM";"2022-04-27";147;"Airbus A320";180;126;1063692.0;651176.61
2444;"BLR-HYD";"BLR";"HYD";"2022-05-03";86;"Airbus A320neo";186;126;787626.0;549683.35
2445;"AMD-BOM";"AMD";"BOM";"2026-03-19";155;"Airbus A320neo";186;149;670053.0;428744.62
2446;"JAI-DEL";"JAI";"DEL";"2024-04-02";223;"Boeing 737 MAX 8";186;105;874440.0;619576.78
2447;"MAA-BOM";"MAA";"BOM";"2022-01-17";215;"Airbus A320neo";186;146;1254286.0;985857.76
2448;"BOM-DEL";"BOM";"DEL";"2023-06-12";108;"Boeing 737-800";189;108;1238760.0;1076769.18
2449;"AMD-BOM";"AMD";"BOM";"2024-01-03";137;"Boeing 737-800";189;181;1729817.0;1477089.66
2450;"JAI-DEL";"JAI";"DEL";"2024-08-21";101;"ATR 72";78;77;229845.0;155537.18
2451;"COK-BLR";"COK";"BLR";"2023-02-20";71;"Boeing 737-800";189;156;1301040.0;1084110.96
2452;"JAI-DEL";"JAI";"DEL";"2023-07-10";99;"Boeing 737-800";189;177;1850712.0;1435167.18
2453;"BOM-DEL";"BOM";"DEL";"2024-02-16";153;"Airbus A321";220;148;1557552.0;1262884.93
2454;"MAA-BOM";"MAA";"BOM";"2024-07-03";133;"Boeing 737-800";189;185;2004660.0;1272035.14
2455;"MAA-BOM";"MAA";"BOM";"2022-04-23";123;"Airbus A321";220;177;1947000.0;1484675.9
2456;"TRV-MAA";"TRV";"MAA";"2025-04-08";120;"Airbus A320";180;169;1811511.0;1421869.19
2457;"BOM-DEL";"BOM";"DEL";"2023-10-14";213;"Boeing 737 MAX 8";186;154;1373526.0;866604.99
2458;"BOM-DEL";"BOM";"DEL";"2025-05-20";56;"Airbus A320neo";186;178;1686906.0;1172247.01
2459;"JAI-DEL";"JAI";"DEL";"2024-06-06";57;"Airbus A320";180;147;1429722.0;1221707.01
2460;"BLR-HYD";"BLR";"HYD";"2022-12-07";53;"Airbus A320";180;129;440922.0;318570.5
2461;"BOM-DEL";"BOM";"DEL";"2022-02-03";125;"Boeing 737-800";189;167;692549.0;549696.17
2462;"LKO-BOM";"LKO";"BOM";"2024-01-01";165;"Airbus A320";180;149;1331166.0;955661.96
2463;"MAA-BOM";"MAA";"BOM";"2022-03-09";213;"Airbus A321";220;149;832910.0;693918.15
2464;"IXB-CCU";"IXB";"CCU";"2023-04-01";132;"Boeing 737 MAX 8";186;131;1234806.0;882738.1
2465;"BLR-HYD";"BLR";"HYD";"2022-05-02";130;"ATR 72";78;62;481244.0;293884.86
2466;"JAI-DEL";"JAI";"DEL";"2022-10-06";51;"Airbus A321";220;173;1636061.0;1447879.59
2467;"COK-BLR";"COK";"BLR";"2026-12-18";94;"Airbus A320";180;158;648748.0;396322.74
2468;"GOI-DEL";"GOI";"DEL";"2023-03-03";199;"Boeing 737-800";189;176;1962400.0;1457274.91
2469;"NAG-BOM";"NAG";"BOM";"2026-05-28";142;"Boeing 737-800";189;146;823440.0;538044.38
2470;"LKO-BOM";"LKO";"BOM";"2025-07-20";238;"Airbus A320neo";186;155;1780020.0;1507437.3
2471;"BOM-DEL";"BOM";"DEL";"2024-04-27";68;"Boeing 737-800";189;129;844692.0;603226.92
2472;"DEL-BLR";"DEL";"BLR";"2022-03-28";61;"Airbus A320neo";186;111;733377.0;520380.25
2473;"MAA-BOM";"MAA";"BOM";"2023-07-19";209;"Boeing 787-8";256;187;1902538.0;1272889.16
2474;"GOI-DEL";"GOI";"DEL";"2026-05-02";84;"Boeing 737-800";189;171;1777716.0;1071364.04
2475;"IXC-DEL";"IXC";"DEL";"2025-11-01";221;"Airbus A320";180;175;1398425.0;1113771.16
2476;"JAI-DEL";"JAI";"DEL";"2023-12-07";146;"Boeing 737 MAX 8";186;125;1138875.0;817097.2
2477;"GOI-DEL";"GOI";"DEL";"2026-10-10";144;"ATR 72";78;65;763815.0;608923.34
2478;"BLR-HYD";"BLR";"HYD";"2024-10-13";83;"ATR 72";78;65;477880.0;370016.0
2479;"IXC-DEL";"IXC";"DEL";"2022-01-26";91;"ATR 72";78;66;663234.0;404797.78
2480;"MAA-BOM";"MAA";"BOM";"2022-10-15";186;"Boeing 787-8";256;215;2268035.0;1503588.97
2481;"IXC-DEL";"IXC";"DEL";"2022-05-05";181;"ATR 72";78;47;512065.0;340882.86
2482;"AMD-BOM";"AMD";"BOM";"2022-01-20";73;"Airbus A320neo";186;147;1505721.0;1154990.35
2483;"AMD-BOM";"AMD";"BOM";"2026-08-31";230;"Airbus A320";180;100;1174500.0;797007.93
2484;"NAG-BOM";"NAG";"BOM";"2024-05-20";184;"ATR 72";78;59;694784.0;443347.28
2485;"IXB-CCU";"IXB";"CCU";"2026-03-31";119;"Boeing 737-800";189;120;528720.0;456353.07
2486;"TRV-MAA";"TRV";"MAA";"2025-10-11";66;"Airbus A320";180;168;884688.0;788669.31
2487;"BOM-DEL";"BOM";"DEL";"2022-02-25";135;"Airbus A321";220;127;1378458.0;1228091.27
2488;"PNQ-HYD";"PNQ";"HYD";"2024-12-18";117;"Boeing 787-8";256;161;773444.0;558931.99
2489;"LKO-BOM";"LKO";"BOM";"2026-07-07";138;"ATR 72";78;47;550135.0;312760.12
2490;"PNQ-HYD";"PNQ";"HYD";"2026-10-12";66;"Airbus A320";180;138;946266.0;628180.71
2491;"MAA-BOM";"MAA";"BOM";"2023-10-25";86;"Boeing 787-8";256;172;1944804.0;1370480.8
2492;"MAA-BOM";"MAA";"BOM";"2022-06-29";240;"Airbus A320neo";186;171;623466.0;343628.15
2493;"JAI-DEL";"JAI";"DEL";"2023-11-12";57;"ATR 72";78;63;414288.0;370382.87
2494;"DEL-BLR";"DEL";"BLR";"2024-03-06";147;"Airbus A321";220;124;1343292.0;793853.18
2495;"IXC-DEL";"IXC";"DEL";"2023-12-16";119;"Airbus A321";220;190;1730330.0;1410078.51
2496;"AMD-BOM";"AMD";"BOM";"2025-08-13";53;"Airbus A321";220;215;2123770.0;1612306.53
2497;"NAG-BOM";"NAG";"BOM";"2023-03-03";195;"Airbus A320neo";186;118;1307086.0;770695.59
2498;"BLR-HYD";"BLR";"HYD";"2025-10-04";193;"Airbus A320";180;174;742284.0;441809.48
2499;"JAI-DEL";"JAI";"DEL";"2023-03-13";220;"Airbus A321";220;139;1031519.0;630543.53
2500;"PNQ-HYD";"PNQ";"HYD";"2023-03-07";93;"ATR 72";78;62;599354.0;352751.93
2501;"BLR-HYD";"BLR";"HYD";"2026-11-06";125;"ATR 72";78;52;561652.0;412957.25
2502;"GOI-DEL";"GOI";"DEL";"2023-01-02";69;"ATR 72";78;61;395890.0;333477.43
2503;"NAG-BOM";"NAG";"BOM";"2026-07-28";61;"Airbus A320";180;101;536007.0;464061.81
2504;"LKO-BOM";"LKO";"BOM";"2023-03-25";225;"Boeing 737-800";189;185;687275.0;548664.38
2505;"IXB-CCU";"IXB";"CCU";"2022-08-29";188;"Airbus A320";180;121;1206975.0;991987.54
2506;"GOI-DEL";"GOI";"DEL";"2024-07-11";218;"Airbus A321";220;174;804228.0;630802.56
2507;"GOI-DEL";"GOI";"DEL";"2023-07-15";173;"Boeing 737-800";189;160;1889760.0;1559685.86
2508;"PNQ-HYD";"PNQ";"HYD";"2024-08-29";176;"Boeing 737-800";189;124;843076.0;471303.35
2509;"AMD-BOM";"AMD";"BOM";"2022-06-13";185;"Airbus A320";180;171;1288485.0;1136533.97
2510;"DEL-BLR";"DEL";"BLR";"2023-07-05";180;"Boeing 737-800";189;156;1004328.0;559728.75
2511;"IXB-CCU";"IXB";"CCU";"2025-03-22";182;"Boeing 737-800";189;117;405756.0;321213.53
2512;"CCU-DEL";"CCU";"DEL";"2022-09-25";177;"Airbus A320neo";186;180;588600.0;333914.87
2513;"NAG-BOM";"NAG";"BOM";"2023-01-31";236;"Boeing 737 MAX 8";186;127;1233805.0;728182.98
2514;"AMD-BOM";"AMD";"BOM";"2023-08-02";102;"Boeing 737 MAX 8";186;112;977424.0;807465.51
2515;"CCU-DEL";"CCU";"DEL";"2025-11-27";82;"ATR 72";78;53;253181.0;204715.87
2516;"LKO-BOM";"LKO";"BOM";"2022-09-20";234;"Airbus A321";220;196;817320.0;694088.76
2517;"MAA-BOM";"MAA";"BOM";"2026-07-12";120;"Boeing 787-8";256;152;1234848.0;730600.28
2518;"PNQ-HYD";"PNQ";"HYD";"2025-10-29";192;"Boeing 737-800";189;179;689150.0;617225.96
2519;"CCU-DEL";"CCU";"DEL";"2025-05-14";99;"Airbus A320";180;101;1025554.0;663654.34
2520;"BOM-DEL";"BOM";"DEL";"2026-12-22";182;"ATR 72";78;76;766536.0;432067.0
2521;"BOM-DEL";"BOM";"DEL";"2026-12-02";207;"Boeing 787-8";256;165;1209945.0;857398.78
2522;"NAG-BOM";"NAG";"BOM";"2023-09-06";207;"Airbus A321";220;141;978399.0;777145.09
2523;"NAG-BOM";"NAG";"BOM";"2025-04-05";82;"Boeing 737-800";189;178;1129588.0;653073.32
2524;"TRV-MAA";"TRV";"MAA";"2024-08-12";164;"Boeing 737-800";189;174;2022924.0;1732597.18
2525;"CCU-DEL";"CCU";"DEL";"2023-05-10";194;"Airbus A320";180;179;1472633.0;952034.08
2526;"JAI-DEL";"JAI";"DEL";"2023-12-07";168;"Airbus A320neo";186;136;1592016.0;1046816.52
2527;"TRV-MAA";"TRV";"MAA";"2022-02-21";232;"Boeing 737-800";189;104;333424.0;200940.66
2528;"CCU-DEL";"CCU";"DEL";"2025-12-14";104;"Boeing 737 MAX 8";186;148;1125836.0;877038.65
2529;"BOM-DEL";"BOM";"DEL";"2024-05-29";50;"Boeing 737-800";189;106;572082.0;383660.05
2530;"IXB-CCU";"IXB";"CCU";"2025-07-26";223;"Boeing 787-8";256;149;1140148.0;994094.85
2531;"BLR-HYD";"BLR";"HYD";"2022-07-12";147;"Boeing 737-800";189;119;713643.0;474753.24
2532;"NAG-BOM";"NAG";"BOM";"2024-01-30";72;"Boeing 737 MAX 8";186;109;557099.0;455895.29
2533;"IXB-CCU";"IXB";"CCU";"2023-02-16";185;"ATR 72";78;45;128700.0;110294.67
2534;"LKO-BOM";"LKO";"BOM";"2026-01-02";176;"Airbus A320neo";186;169;873561.0;745243.72
2535;"JAI-DEL";"JAI";"DEL";"2025-08-16";179;"Airbus A321";220;164;852308.0;757460.88
2536;"MAA-BOM";"MAA";"BOM";"2022-01-18";162;"Airbus A320neo";186;151;1009435.0;890323.95
2537;"AMD-BOM";"AMD";"BOM";"2025-08-15";201;"Airbus A320";180;173;1853176.0;1572372.99
2538;"COK-BLR";"COK";"BLR";"2024-09-12";152;"Boeing 737-800";189;104;305136.0;191441.55
2539;"BLR-HYD";"BLR";"HYD";"2026-06-13";111;"Airbus A320neo";186;110;900900.0;784769.87
2540;"IXB-CCU";"IXB";"CCU";"2024-04-02";105;"Airbus A320";180;120;500400.0;343794.46
2541;"PNQ-HYD";"PNQ";"HYD";"2025-06-19";113;"ATR 72";78;72;845496.0;553861.08
2542;"BOM-DEL";"BOM";"DEL";"2022-03-03";80;"Airbus A320neo";186;176;596464.0;392460.08
2543;"GOI-DEL";"GOI";"DEL";"2023-08-20";212;"Airbus A321";220;167;1243315.0;977026.96
2544;"DEL-BLR";"DEL";"BLR";"2024-07-30";93;"Airbus A320";180;175;1292725.0;1137407.11
2545;"NAG-BOM";"NAG";"BOM";"2026-11-30";173;"Boeing 787-8";256;207;1082817.0;777705.61
2546;"PNQ-HYD";"PNQ";"HYD";"2023-11-19";196;"Airbus A320neo";186;151;1147902.0;643342.49
2547;"NAG-BOM";"NAG";"BOM";"2022-02-22";212;"Boeing 737-800";189;118;1166902.0;945416.97
2548;"AMD-BOM";"AMD";"BOM";"2023-07-26";204;"Boeing 737-800";189;176;477840.0;347512.64
2549;"IXB-CCU";"IXB";"CCU";"2023-04-08";204;"ATR 72";78;69;222870.0;188000.38
2550;"BLR-HYD";"BLR";"HYD";"2023-12-06";237;"Airbus A320";180;123;1210443.0;689872.06
2551;"BOM-DEL";"BOM";"DEL";"2023-06-05";108;"Boeing 737 MAX 8";186;171;1589445.0;1004098.46
2552;"CCU-DEL";"CCU";"DEL";"2025-01-31";77;"Airbus A321";220;216;1682640.0;1132717.65
2553;"PNQ-HYD";"PNQ";"HYD";"2024-03-21";92;"Airbus A321";220;166;1201010.0;859210.5
2554;"BOM-DEL";"BOM";"DEL";"2025-08-05";198;"Boeing 737-800";189;140;1251180.0;953806.95
2555;"GOI-DEL";"GOI";"DEL";"2023-10-03";173;"Boeing 737 MAX 8";186;125;1416000.0;851059.08
2556;"IXB-CCU";"IXB";"CCU";"2024-08-13";172;"Airbus A320neo";186;137;1255194.0;764772.29
2557;"PNQ-HYD";"PNQ";"HYD";"2025-11-06";172;"Airbus A321";220;203;2241932.0;1280005.58
2558;"PNQ-HYD";"PNQ";"HYD";"2025-02-16";100;"Airbus A321";220;135;460620.0;404518.87
2559;"COK-BLR";"COK";"BLR";"2024-11-24";220;"Airbus A321";220;208;1444352.0;1040298.48
2560;"MAA-BOM";"MAA";"BOM";"2026-04-28";174;"Boeing 737-800";189;126;606060.0;447201.58
2561;"JAI-DEL";"JAI";"DEL";"2026-03-04";93;"Boeing 737-800";189;189;1739178.0;1267469.68
2562;"DEL-BLR";"DEL";"BLR";"2024-11-11";196;"Boeing 737 MAX 8";186;163;835212.0;727120.75
2563;"IXC-DEL";"IXC";"DEL";"2023-06-02";141;"Boeing 787-8";256;199;927738.0;806830.85
2564;"TRV-MAA";"TRV";"MAA";"2024-04-12";127;"Boeing 787-8";256;227;1945163.0;1506368.79
2565;"DEL-BLR";"DEL";"BLR";"2022-12-30";99;"ATR 72";78;75;682500.0;529024.58
2566;"TRV-MAA";"TRV";"MAA";"2026-05-25";110;"Airbus A321";220;156;397800.0;247157.22
2567;"AMD-BOM";"AMD";"BOM";"2025-06-03";238;"Airbus A320";180;156;1105260.0;631129.2
2568;"GOI-DEL";"GOI";"DEL";"2024-05-01";201;"Airbus A320";180;165;692670.0;454986.88
2569;"MAA-BOM";"MAA";"BOM";"2024-09-02";159;"Airbus A320neo";186;121;849662.0;722091.37
2570;"DEL-BLR";"DEL";"BLR";"2025-08-22";97;"Airbus A320";180;147;1400028.0;1114643.97
2571;"JAI-DEL";"JAI";"DEL";"2023-03-28";192;"Boeing 787-8";256;256;1619456.0;1405273.99
2572;"COK-BLR";"COK";"BLR";"2025-12-18";235;"ATR 72";78;57;581856.0;380920.93
2573;"NAG-BOM";"NAG";"BOM";"2025-08-08";198;"ATR 72";78;65;301925.0;190838.29
2574;"CCU-DEL";"CCU";"DEL";"2022-09-01";126;"ATR 72";78;60;703860.0;480464.06
2575;"BOM-DEL";"BOM";"DEL";"2023-10-12";136;"ATR 72";78;48;254688.0;210091.12
2576;"BLR-HYD";"BLR";"HYD";"2026-02-10";110;"Airbus A321";220;123;822501.0;462979.15
2577;"LKO-BOM";"LKO";"BOM";"2026-06-23";201;"ATR 72";78;44;368940.0;237472.11
2578;"DEL-BLR";"DEL";"BLR";"2023-01-08";214;"Airbus A321";220;135;1570995.0;922537.77
2579;"TRV-MAA";"TRV";"MAA";"2026-03-17";85;"Boeing 737-800";189;136;951728.0;573031.89
2580;"TRV-MAA";"TRV";"MAA";"2023-05-30";174;"Airbus A320neo";186;158;409378.0;261706.63
2581;"BLR-HYD";"BLR";"HYD";"2022-02-27";57;"Boeing 787-8";256;256;2619136.0;2340047.78
2582;"GOI-DEL";"GOI";"DEL";"2023-07-07";105;"Airbus A320";180;104;437944.0;258208.14
2583;"IXB-CCU";"IXB";"CCU";"2024-07-24";99;"Boeing 737-800";189;187;2114035.0;1731142.12
2584;"GOI-DEL";"GOI";"DEL";"2025-02-12";173;"Boeing 737 MAX 8";186;128;490112.0;278901.12
2585;"IXC-DEL";"IXC";"DEL";"2025-12-21";58;"Airbus A321";220;125;1240750.0;988066.68
2586;"GOI-DEL";"GOI";"DEL";"2025-11-17";149;"Boeing 737 MAX 8";186;115;875610.0;588755.15
2587;"AMD-BOM";"AMD";"BOM";"2024-05-17";54;"ATR 72";78;42;149856.0;119941.98
2588;"MAA-BOM";"MAA";"BOM";"2023-06-28";201;"Airbus A320neo";186;167;1593180.0;934122.34
2589;"PNQ-HYD";"PNQ";"HYD";"2026-12-09";136;"Airbus A320neo";186;132;721512.0;471033.65
2590;"NAG-BOM";"NAG";"BOM";"2026-10-29";139;"Boeing 737 MAX 8";186;144;921888.0;795952.66
2591;"MAA-BOM";"MAA";"BOM";"2024-01-26";209;"ATR 72";78;44;168432.0;146409.62
2592;"BOM-DEL";"BOM";"DEL";"2023-02-09";93;"Airbus A321";220;201;2331600.0;1319267.92
2593;"BOM-DEL";"BOM";"DEL";"2024-07-13";237;"Boeing 787-8";256;177;1720440.0;1045477.84
2594;"NAG-BOM";"NAG";"BOM";"2025-08-06";174;"Airbus A320neo";186;170;1157360.0;997284.67
2595;"COK-BLR";"COK";"BLR";"2022-08-04";64;"Boeing 737-800";189;180;1616400.0;1049146.45
2596;"IXC-DEL";"IXC";"DEL";"2024-08-10";208;"Airbus A320";180;148;1027860.0;903534.95
2597;"IXB-CCU";"IXB";"CCU";"2023-05-20";203;"Airbus A321";220;152;825056.0;657589.73
2598;"COK-BLR";"COK";"BLR";"2025-11-04";236;"Airbus A321";220;143;715000.0;571727.48
2599;"IXC-DEL";"IXC";"DEL";"2022-01-24";80;"Airbus A321";220;166;551784.0;434742.98
2600;"PNQ-HYD";"PNQ";"HYD";"2023-12-04";151;"Airbus A321";220;197;935159.0;612340.81
2601;"MAA-BOM";"MAA";"BOM";"2026-07-18";92;"Boeing 737 MAX 8";186;119;423283.0;257426.84
2602;"DEL-BLR";"DEL";"BLR";"2022-06-12";219;"Airbus A320";180;138;382674.0;324055.18
2603;"COK-BLR";"COK";"BLR";"2024-08-31";104;"Airbus A321";220;162;1480356.0;1028538.9
2604;"MAA-BOM";"MAA";"BOM";"2025-11-01";80;"Airbus A320neo";186;181;1752080.0;1154354.72
2605;"LKO-BOM";"LKO";"BOM";"2025-06-20";74;"Boeing 737 MAX 8";186;132;703164.0;398059.5
2606;"IXB-CCU";"IXB";"CCU";"2025-08-28";125;"ATR 72";78;43;475236.0;425689.98
2607;"IXB-CCU";"IXB";"CCU";"2025-03-31";84;"ATR 72";78;45;135090.0;103842.88
2608;"IXC-DEL";"IXC";"DEL";"2023-01-16";203;"Boeing 737-800";189;172;1705380.0;1195555.78
2609;"IXB-CCU";"IXB";"CCU";"2023-09-29";222;"Boeing 737 MAX 8";186;132;432960.0;281920.19
2610;"GOI-DEL";"GOI";"DEL";"2023-06-03";168;"Boeing 737-800";189;113;560480.0;321038.81
2611;"GOI-DEL";"GOI";"DEL";"2024-02-15";237;"Boeing 787-8";256;177;732249.0;626385.44
2612;"AMD-BOM";"AMD";"BOM";"2022-05-28";214;"Boeing 737 MAX 8";186;176;621984.0;426255.66
2613;"COK-BLR";"COK";"BLR";"2023-08-14";221;"Boeing 787-8";256;230;2035960.0;1345832.62
2614;"MAA-BOM";"MAA";"BOM";"2025-05-17";53;"Boeing 737-800";189;129;1417452.0;1022943.73
2615;"IXB-CCU";"IXB";"CCU";"2024-08-28";166;"Airbus A321";220;190;913710.0;700495.77
2616;"MAA-BOM";"MAA";"BOM";"2022-01-25";138;"Boeing 787-8";256;186;1891806.0;1494665.8
2617;"BLR-HYD";"BLR";"HYD";"2023-08-29";73;"Airbus A320";180;144;410112.0;285547.42
2618;"DEL-BLR";"DEL";"BLR";"2023-11-16";216;"Airbus A320";180;152;1624576.0;1301676.65
2619;"CCU-DEL";"CCU";"DEL";"2025-12-01";102;"Airbus A320neo";186;170;1729750.0;1428783.37
2620;"BLR-HYD";"BLR";"HYD";"2022-07-09";56;"ATR 72";78;70;279230.0;185564.98
2621;"IXC-DEL";"IXC";"DEL";"2023-08-31";70;"Boeing 737 MAX 8";186;173;1065334.0;604506.83
2622;"BOM-DEL";"BOM";"DEL";"2026-03-28";236;"Boeing 737 MAX 8";186;121;727089.0;492010.38
2623;"GOI-DEL";"GOI";"DEL";"2025-04-01";136;"Boeing 737-800";189;125;1360000.0;802451.96
2624;"COK-BLR";"COK";"BLR";"2025-05-24";218;"Airbus A320";180;126;932400.0;512970.15
2625;"JAI-DEL";"JAI";"DEL";"2025-06-15";113;"Airbus A321";220;209;833910.0;463890.52
2626;"BLR-HYD";"BLR";"HYD";"2026-12-30";150;"Airbus A320neo";186;169;1422642.0;1143280.35
2627;"CCU-DEL";"CCU";"DEL";"2022-08-22";123;"ATR 72";78;72;654552.0;518691.01
2628;"BOM-DEL";"BOM";"DEL";"2022-06-25";152;"Airbus A320neo";186;148;1065156.0;620823.89
2629;"MAA-BOM";"MAA";"BOM";"2025-07-25";125;"Boeing 787-8";256;217;604345.0;498404.82
2630;"PNQ-HYD";"PNQ";"HYD";"2026-01-20";68;"Airbus A320";180;130;1356290.0;1053340.2
2631;"BOM-DEL";"BOM";"DEL";"2022-06-29";131;"Airbus A321";220;169;660621.0;475009.68
2632;"TRV-MAA";"TRV";"MAA";"2024-12-29";53;"Boeing 787-8";256;166;502482.0;412475.46
2633;"AMD-BOM";"AMD";"BOM";"2024-09-05";81;"Boeing 737 MAX 8";186;128;599552.0;454486.27
2634;"GOI-DEL";"GOI";"DEL";"2024-07-01";152;"Boeing 737-800";189;172;729968.0;651520.52
2635;"JAI-DEL";"JAI";"DEL";"2025-04-16";55;"Boeing 787-8";256;246;1069116.0;954871.17
2636;"AMD-BOM";"AMD";"BOM";"2025-04-01";50;"Boeing 787-8";256;210;2084460.0;1530529.44
2637;"GOI-DEL";"GOI";"DEL";"2025-02-03";164;"Boeing 787-8";256;229;2737008.0;2395873.4
2638;"IXB-CCU";"IXB";"CCU";"2022-05-16";100;"Boeing 737 MAX 8";186;157;1385525.0;1114165.77
2639;"LKO-BOM";"LKO";"BOM";"2026-06-18";213;"ATR 72";78;55;593285.0;503526.33
2640;"IXC-DEL";"IXC";"DEL";"2024-09-14";237;"Airbus A320";180;155;1175985.0;728678.14
2641;"GOI-DEL";"GOI";"DEL";"2023-01-28";221;"Airbus A321";220;138;1460730.0;971349.66
2642;"PNQ-HYD";"PNQ";"HYD";"2026-10-15";117;"Boeing 787-8";256;147;1510425.0;1188125.35
2643;"GOI-DEL";"GOI";"DEL";"2024-08-06";53;"Airbus A321";220;215;711650.0;513922.53
2644;"NAG-BOM";"NAG";"BOM";"2023-07-06";203;"ATR 72";78;58;200448.0;137876.27
